Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,District
05/23/2020 05:35:00 PM,024XX W DIVISION ST,Нападение,SIMPLE,УЛИЦА,false,true,14
12/31/2020 09:00:00 PM,059XX W GRACE ST,Кража,$500 AND UNDER,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),false,false,16,
09/08/2020 12:00:00 PM,049XX W CUYLER AVE,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT OVER $ 300,РЕЗИДЕНЦИЯ,false,false,16,
07/19/2020 03:00:00 AM,044XX S ST LOUIS AVE,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,8,
12/21/2020 07:30:00 AM,015XX W GEORGE ST,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,false,false,19,
04/25/2020 06:30:00 PM,123XX S WENTWORTH AVE,Кража,$500 AND UNDER,РЕЗИДЕНЦИЯ PORCH/HALLWAY,false,false,5,
07/20/2020 05:27:00 AM,048XX W FOSTER AVE,Драка,SIMPLE,Тротуар,true,false,16,
12/20/2020 01:00:00 PM,079XX S COTTAGE GROVE AVE,Нападение,SIMPLE,БИЗНЕС-ОФИС,false,false,6,
02/15/2021 09:55:00 PM,012XX S SPRINGFIELD AVE,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,true,true,10,
05/13/2020 04:13:00 PM,113XX S AVENUE J,ПРАВОНАРУШЕНИЕ В ОТНОШЕНИИ ДЕТЕЙ,ДРУГОЕ НАРУШЕНИЕ,РЕЗИДЕНЦИЯ,false,true,4,
12/12/2020 08:00:00 AM,084XX S SAGINAW AVE,Драка,AGGRAVATED OF A CHILD,SCHOOL, PUBLIC, СТРОЙКА,false,false,4
02/19/2020 05:20:00 AM,081XX S ESSEX AVE,Кража,$500 AND UNDER,УЛИЦА,false,false,4
07/24/2020 02:15:00 PM,051XX W FULLERTON AVE,Кража,TO PROPERTY,Тротуар,false,false,25
08/16/2020 10:20:00 AM,055XX W QUINCY ST,GAMBLING,GAME/DICE,Тротуар,true,false,15
03/27/2020 09:15:00 PM,041XX W 13TH ST,Драка,SIMPLE,Квартира,true,false,10
11/26/2020 02:48:00 PM,100XX S MICHIGAN AVE,НАРКОТИКИ,MANU/DELIVER:CRACK,УЛИЦА,true,false,5
01/07/2021 05:00:00 PM,063XX S GREEN ST,Кража,$500 AND UNDER,Гараж,false,false,7
04/27/2020 08:00:00 PM,027XX N SHEFFIELD AVE,Кража со взломом,ATTEMPT FORCIBLE ENTRY,CHA Квартира,false,false,19
02/26/2021 02:12:00 PM,011XX N KOSTNER AVE,Драка,AGGRAVATED:KNIFE/CUTTING INSTR,УЛИЦА,false,false,11
01/06/2021 06:16:00 PM,033XX W SCHUBERT AVE,Ограбление,ATTEMPT: ARMED-KNIFE/CUT INSTR,Квартира,false,false,14
06/19/2020 01:50:00 PM,059XX S HALSTED ST,УГОН АВТОМОБИЛЯ,AUTOMOBILE,БЕНЗОКОЛОНКА,false,false,7
07/19/2020 10:10:00 PM,052XX N MILWAUKEE AVE,Драка,SIMPLE,УЛИЦА,false,false,16
08/27/2020 01:16:00 AM,063XX S ROCKWELL ST,Драка,AGGRAVATED: HANDGUN,РЕЗИДЕНЦИЯ PORCH/HALLWAY,false,false,8
04/19/2020 10:45:00 AM,039XX W 63RD ST,Кража,ATTEMPT THEFT,CONVENIENCE STORE,false,false,8
11/18/2020 02:30:00 PM,009XX N PULASKI RD,Нападение,AGGRAVATED:KNIFE/CUTTING INSTR,УЛИЦА,false,false,11
08/10/2020 09:30:00 PM,048XX N RIDGEWAY AVE,Кража,TO VEHICLE,УЛИЦА,false,false,17
04/14/2020 02:55:00 PM,032XX N OPAL AVE,ДРУГОЕ НАРУШЕНИЕ,TELEPHONE THREAT,РЕЗИДЕНЦИЯ,false,false,16
12/02/2020 12:10:00 PM,078XX S CORNELL AVE,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,УЛИЦА,true,false,4
05/16/2020 11:30:00 AM,001XX N GREEN ST,УГОН АВТОМОБИЛЯ,THEFT OF LABOR/SERVICES,HOTEL/MOTEL,false,false,12
02/27/2021 05:10:00 PM,064XX S LOWE AVE,Драка,SIMPLE,Квартира,false,false,7
10/26/2020 07:00:00 PM,0000X E 95TH ST,Ограбление,STRONGARM - NO WEAPON,PARK PROPERTY,false,false,5
07/18/2020 09:42:00 PM,011XX S CENTRAL PARK AVE,ДРУГОЕ НАРУШЕНИЕ,TELEPHONE THREAT,РЕЗИДЕНЦИЯ,false,true,11
04/01/2020 09:18:00 AM,051XX S WABASH AVE,Кража,OVER $500,Квартира,false,true,2
07/06/2020 11:41:00 PM,029XX N ASHLAND AVE,Кража,RETAIL THEFT,ПРОДОВОЛЬСТВЕННЫЙ МАГАЗИН,true,false,19
04/04/2020 07:00:00 PM,081XX S HOYNE AVE,УГОН АВТОМОБИЛЯ,AUTOMOBILE,Другое,false,false,6
06/01/2020 06:20:00 AM,084XX S SANGAMON ST,Износилование,AGGRAVATED: HANDGUN,ALLEY,false,false,6
05/15/2020 11:50:00 AM,053XX W CHICAGO AVE,НАРКОТИКИ,POSS: CANNABIS 30GMS OR LESS,Тротуар,true,false,15
03/03/2020 05:30:00 PM,012XX N PARKSIDE AVE,Драка,DOMESTIC BATTERY SIMPLE,Квартира,false,true,25
03/09/2020 12:42:00 AM,005XX N CLARK ST,Нападение,TO LAND,HOTEL/MOTEL,true,false,18
06/07/2020 11:24:00 AM,020XX W 69TH PL,НАРКОТИКИ,POSS: HEROIN(WHITE),ABANDONED BUILDING,true,false,7
01/22/2020 12:05:00 AM,041XX N CAMPBELL AVE,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,19
05/24/2020 04:30:00 PM,047XX N KENMORE AVE,Кража со взломом,UNLAWFUL ENTRY,РЕЗИДЕНЦИЯ PORCH/HALLWAY,false,false,19
01/09/2020 09:30:00 AM,001XX N WALLER AVE,Кража,TO VEHICLE,УЛИЦА,false,false,15
09/19/2020 07:00:00 PM,012XX N MASON AVE,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,25
02/11/2021 05:00:00 PM,060XX N PAULINA ST,Кража,$500 AND UNDER,УЛИЦА,false,false,24
11/19/2020 12:00:00 AM,015XX W Fargo Ave,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT $300 AND UNDER,,false,false,24
09/11/2020 12:24:00 AM,034XX W MADISON ST,Нападение,SIMPLE,Квартира,true,false,11
02/14/2021 06:00:00 PM,0000X N MICHIGAN AVE,Кража,FROM BUILDING,РЕСТОРАН,false,false,1
09/23/2020 07:10:00 AM,039XX W GLADYS AVE,НАРКОТИКИ,ATTEMPT POSSESSION НАРКОТИКИ,Тротуар,true,false,11
08/10/2020 09:45:00 AM,034XX W 79TH ST,Кража со взломом,FORCIBLE ENTRY,Квартира,false,false,8
01/11/2021 06:00:00 PM,036XX N CICERO AVE,Драка,SIMPLE,CONVENIENCE STORE,false,true,17
06/15/2020 09:50:00 AM,011XX S WHIPPLE ST,Нападение,SIMPLE,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),false,false,11
12/11/2020 09:13:00 AM,012XX N CENTRAL AVE,Нападение,TO LAND,БЕНЗОКОЛОНКА,true,false,25
10/01/2020 01:00:00 AM,001XX N HAMLIN BLVD,УГОН АВТОМОБИЛЯ,ATT: AUTOMOBILE,УЛИЦА,false,false,11
10/01/2020 01:30:00 PM,036XX N RECREATION DR,Кража,TO VEHICLE,Гараж,false,false,19
08/14/2020 05:00:00 AM,012XX S SPRINGFIELD AVE,Кража со взломом,UNLAWFUL ENTRY,Квартира,false,false,10
11/01/2020 02:00:00 AM,037XX S PULASKI RD,Кража со взломом,FORCIBLE ENTRY,FACTORY/MANUFACTURING BUILDING,false,false,8
03/01/2020 10:00:00 AM,074XX N WESTERN AVE,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY TELEPHONE,РЕЗИДЕНЦИЯ,false,false,24
05/26/2020 10:00:00 PM,130XX S DR MARTIN LUTHER KING JR DR,Драка,SIMPLE,Тротуар,false,false,5
07/09/2020 04:29:00 AM,015XX W 79TH ST,Ограбление,ARMED: HANDGUN,Гараж,false,false,6
10/22/2020 06:20:00 AM,0000X W TERMINAL ST,Кража,OVER $500,AIRCRAFT,false,false,16
01/31/2020 09:10:00 PM,012XX W 108TH ST,Ограбление,ARMED: HANDGUN,Тротуар,false,false,22
03/21/2020 06:15:00 AM,005XX W CORNELIA AVE,Нападение,SIMPLE,УЛИЦА,false,false,19
04/16/2020 05:47:00 AM,013XX N PAULINA ST,Кража,RETAIL THEFT,ПРОДОВОЛЬСТВЕННЫЙ МАГАЗИН,false,false,14
06/05/2020 03:00:00 PM,015XX N MAGNOLIA AVE,Кража,$500 AND UNDER,УЛИЦА,false,false,14
10/10/2020 11:30:00 AM,001XX W ONTARIO ST,Кража,FROM BUILDING,РЕСТОРАН,false,false,18
09/08/2020 12:45:00 PM,018XX W LAWRENCE AVE,Кража,FROM BUILDING,ATHLETIC CLUB,false,false,20
11/04/2020 05:49:00 PM,114XX S DR MARTIN LUTHER KING JR DR,НАРКОТИКИ,POSS: CRACK,УЛИЦА,true,false,5
12/11/2020 07:40:00 AM,049XX W ROSCOE ST,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,16
12/18/2020 06:02:00 PM,058XX S MICHIGAN AVE,ДРУГОЕ НАРУШЕНИЕ,TELEPHONE THREAT,Квартира,false,true,2
12/16/2020 08:10:00 AM,033XX S WELLS ST,Кража,$500 AND UNDER,УЛИЦА,false,false,9
02/21/2021 01:00:00 PM,001XX S WESTERN AVE,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT OVER $ 300,Другое,false,false,12
08/09/2020 12:45:00 PM,031XX W POLK ST,ДРУГОЕ НАРУШЕНИЕ,TELEPHONE THREAT,РЕЗИДЕНЦИЯ,false,true,11
09/18/2020 01:10:00 AM,043XX N BERNARD ST,Драка,DOMESTIC BATTERY SIMPLE,Тротуар,false,true,17
11/02/2020 10:00:00 PM,006XX E 133RD ST,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,true,false,5
03/02/2020 02:00:00 PM,040XX N LEAVITT ST,Кража,FROM BUILDING,, PUBLIC, СТРОЙКА,false,false,19,
06/18/2020 01:00:00 AM,070XX S CLAREMONT AVE,Кража,OVER $500,УЛИЦА,false,false,8,
07/02/2020 08:00:00 AM,072XX S PEORIA ST,Кража,TO VEHICLE,УЛИЦА,false,true,7,
10/29/2020 09:00:00 PM,098XX S STATE ST,Кража,CRIMINAL DEFACEMENT,CTA TRAIN,false,false,5,
07/04/2020 11:00:00 PM,029XX S HALSTED ST,Драка,SIMPLE,PARK PROPERTY,false,false,9,
03/28/2020 12:30:00 AM,026XX W THOMAS ST,Кража,$500 AND UNDER,ALLEY,false,false,12,
02/01/2021 10:30:00 PM,012XX S AVERS AVE,Драка,DOMESTIC BATTERY SIMPLE,Квартира,false,true,10,
05/28/2020 10:53:00 PM,048XX S BISHOP ST,Нападение,AGGRAVATED: HANDGUN,ALLEY,false,false,9,
05/20/2020 10:30:00 AM,0000X N WALLER AVE,Кража,$500 AND UNDER,Тротуар,false,true,15,
09/13/2020 08:00:00 PM,011XX W TAYLOR ST,Ограбление,STRONGARM - NO WEAPON,Тротуар,false,false,12,
05/05/2020 02:00:00 AM,012XX W CARMEN AVE,Ограбление,STRONGARM - NO WEAPON,ALLEY,false,false,20,
08/10/2020 08:30:00 AM,035XX S RHODES AVE,Нападение,SIMPLE,Квартира,false,false,2,
06/02/2020 09:00:00 AM,057XX S MICHIGAN AVE,УГОН АВТОМОБИЛЯ,ATTEMPT - FINANCIAL IDENTITY THEFT,РЕЗИДЕНЦИЯ,false,false,2,
02/18/2021 05:00:00 AM,015XX N CAMPBELL AVE,Драка,DOMESTIC BATTERY SIMPLE,Квартира,false,true,14,
01/23/2020 03:00:00 PM,024XX W TOUHY AVE,Кража,$500 AND UNDER,ATHLETIC CLUB,false,false,24,
01/19/2020 06:30:00 AM,134XX S BRANDON AVE,Нападение,SIMPLE,Квартира,false,true,4,
10/23/2020 09:40:00 PM,004XX E 107TH ST,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,true,5,
05/27/2020 05:49:00 PM,041XX W CERMAK RD,НАРКОТИКИ,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,10,
11/11/2020 09:00:00 AM,011XX N MONITOR AVE,ДРУГОЕ НАРУШЕНИЕ,SEX OFFENDER: FAIL REG NEW ADD,Другое,false,false,15,
05/15/2020 09:15:00 PM,062XX W MONTROSE AVE,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,false,16,
02/11/2021 01:46:00 PM,010XX W WILSON AVE,Нападение,TO LAND,РЕСТОРАН,true,false,19,
10/12/2020 10:19:00 AM,072XX S EVANS AVE,Драка,DOMESTIC BATTERY SIMPLE,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),false,true,3,
01/08/2021 12:00:00 PM,048XX W FULLERTON AVE,Нападение,TO LAND,Аптека,false,false,25,
04/01/2020 12:00:00 AM,060XX W MELROSE ST,Кража,OVER $500,РЕЗИДЕНЦИЯ,false,false,16,
01/25/2020 01:28:00 PM,072XX S OAKLEY AVE,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT OVER $ 300,РЕЗИДЕНЦИЯ,false,false,8,
04/19/2020 06:09:00 AM,034XX W CHICAGO AVE,Драка,AGGRAVATED: HANDGUN,Тротуар,false,false,11,
11/05/2020 03:00:00 AM,023XX N MEADE AVE,Кража,TO VEHICLE,АВТОМОБИЛЬ НЕКОММЕРЧЕСКИЙ,false,false,25,
11/29/2020 02:42:00 PM,017XX N WESTERN AVE,Кража,$500 AND UNDER,Квартира,false,false,14,
01/07/2021 04:00:00 PM,027XX W 24TH PL,Кража,TO PROPERTY,Квартира,false,false,10,
10/05/2020 05:15:00 PM,053XX W DEVON AVE,ДРУГОЕ НАРУШЕНИЕ,TELEPHONE THREAT,БИЗНЕС-ОФИС,false,false,16,
06/06/2020 09:40:00 AM,075XX S EVANS AVE,Кража,TO VEHICLE,УЛИЦА,false,false,6,
05/20/2020 11:30:00 PM,017XX W MONTEREY AVE,Ограбление,ARMED: HANDGUN,ALLEY,false,false,22,
09/24/2020 09:30:00 PM,050XX N CLARK ST,Драка,SIMPLE,Другое,false,false,20,
01/19/2020 01:30:00 PM,049XX S ARCHER AVE,Кража,OVER $500,SCHOOL, PUBLIC, GROUNDS,false,false,8,
04/25/2020 09:00:00 AM,008XX N LAWLER AVE,УГОН АВТОМОБИЛЯ,FORGERY,РЕЗИДЕНЦИЯ,false,false,15,
02/23/2021 09:11:00 PM,038XX W 63RD ST,Нападение,SIMPLE,Другое,false,true,8,
09/19/2020 12:01:00 AM,048XX N LONG AVE,Кража,$500 AND UNDER,PARK PROPERTY,false,false,16,
11/02/2020 01:30:00 PM,012XX S WABASH AVE,Драка,SIMPLE,РЕСТОРАН,false,false,1,
07/23/2020 06:00:00 AM,114XX S STEWART AVE,Драка,SIMPLE,РЕЗИДЕНЦИЯ,false,false,5,
01/27/2021 04:30:00 PM,012XX N HALSTED ST,УГОН АВТОМОБИЛЯ,AUTOMOBILE,БЕНЗОКОЛОНКА,false,false,18,
06/12/2020 09:00:00 AM,063XX S STEWART AVE,Кража,FROM BUILDING,Квартира,false,false,7,
01/14/2020 08:30:00 PM,046XX N MAGNOLIA AVE,Кража,TO PROPERTY,РЕЗИДЕНЦИЯ,false,false,19,
05/26/2020 06:10:00 PM,016XX N ASHLAND AVE,Драка,SIMPLE,CTA BUS,false,false,14,
09/01/2020 01:35:00 PM,008XX N MICHIGAN AVE,Кража,RETAIL THEFT,УНИВЕРМАГ,true,false,18,
04/18/2020 06:30:00 PM,014XX W 51ST ST,Ограбление,STRONGARM - NO WEAPON,УЛИЦА,true,false,9,
06/04/2020 11:45:00 PM,082XX S COLES AVE,ДРУГОЕ НАРУШЕНИЕ,Другое CRIME AGAINST PERSON,УЛИЦА,false,false,4,
07/06/2020 12:05:00 PM,026XX W 59TH ST,Ограбление,ATTEMPT: STRONGARM-NO WEAPON,Тротуар,false,false,8,
08/03/2020 02:00:00 PM,020XX W 70TH PL,Кража со взломом,UNLAWFUL ENTRY,РЕЗИДЕНЦИЯ,false,false,7,
01/09/2020 03:00:00 AM,0000X W CHICAGO AVE,Кража со взломом,UNLAWFUL ENTRY,РЕЗИДЕНЦИЯ,false,false,18,
02/27/2021 06:40:00 PM,087XX S STATE ST,УГОН АВТОМОБИЛЯ,AUTOMOBILE,Гараж,false,false,6,
03/08/2020 09:00:00 AM,055XX S DREXEL AVE,ДРУГОЕ НАРУШЕНИЕ,Другое VEHICLE OFFENSE,УЛИЦА,false,false,2,
07/30/2020 01:00:00 AM,027XX N LARAMIE AVE,Драка,DOMESTIC BATTERY SIMPLE,Квартира,false,true,25,
09/14/2020 10:30:00 AM,028XX E 76TH ST,Кража со взломом,UNLAWFUL ENTRY,РЕЗИДЕНЦИЯ,false,false,4,
02/07/2021 06:40:00 PM,0000X S STATE ST,Кража,POCKET-PICKING,ПЛАТФОРМА,false,false,1,
12/16/2020 08:00:00 AM,008XX N PULASKI RD,Ограбление,ATTEMPT: ARMED-HANDGUN,ALLEY,false,false,11,
02/24/2021 01:00:00 PM,015XX N FAIRFIELD AVE,Кража со взломом,UNLAWFUL ENTRY,Квартира,false,false,14,
10/28/2020 08:15:00 AM,024XX S KEDZIE AVE,Кража,TO VEHICLE,УЛИЦА,false,false,10,
02/07/2021 05:50:00 PM,022XX N ELSTON AVE,Кража,FROM BUILDING,Другое,false,false,14,
12/16/2020 11:40:00 AM,038XX S LANGLEY AVE,Кража,$500 AND UNDER,РЕЗИДЕНЦИЯ PORCH/HALLWAY,false,false,2,
10/08/2020 05:25:00 AM,026XX N LINCOLN AVE,Ограбление,STRONGARM - NO WEAPON,Тротуар,true,false,19,
10/22/2020 07:43:00 PM,070XX S MERRILL AVE,Нападение,AGGRAVATED: HANDGUN,УЛИЦА,false,false,3,
01/23/2021 07:55:00 PM,058XX W ROSCOE ST,Кража,TO PROPERTY,РЕЗИДЕНЦИЯ,false,false,16,
09/13/2020 05:25:00 AM,114XX S CALUMET AVE,Кража,$500 AND UNDER,Тротуар,false,true,5,
01/23/2021 10:26:00 PM,052XX S WHIPPLE ST,НАРКОТИКИ,POSS: COCAINE,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),true,false,9,
08/08/2020 06:00:00 AM,032XX W CULLOM AVE,ПРАВОНАРУШЕНИЕ В ОТНОШЕНИИ ДЕТЕЙ,CRIM SEX ABUSE BY FAM MEMBER,РЕЗИДЕНЦИЯ,false,true,17,
01/02/2020 02:10:00 PM,061XX S WASHTENAW AVE,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,true,8,
01/29/2021 02:00:00 AM,009XX W WILSON AVE,Кража,OVER $500,УЛИЦА,false,false,19,
03/02/2021 03:00:00 PM,034XX N LAKE SHORE DR,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT OVER $ 300,РЕЗИДЕНЦИЯ,false,false,19,
03/04/2020 04:00:00 AM,034XX W GRENSHAW ST,Драка,AGGRAVATED: HANDGUN,УЛИЦА,false,false,11,
11/02/2020 09:00:00 PM,037XX S MICHIGAN AVE,Кража,TO PROPERTY,УЛИЦА,true,false,2,
05/20/2020 05:50:00 PM,001XX N STATE ST,Нападение,TO LAND,УНИВЕРМАГ,true,false,1,
09/21/2020 01:30:00 PM,071XX S CORNELL AVE,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,true,3,
12/01/2020 11:58:00 AM,018XX W 71ST ST,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,true,true,7,
05/11/2020 02:40:00 PM,001XX N LA SALLE ST,Кража,FROM BUILDING,РЕСТОРАН,false,false,1,
03/01/2020 04:30:00 AM,036XX S LAKE PARK AVE,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY ELECTRONIC MEANS,Квартира,false,false,2,
06/17/2020 08:00:00 AM,105XX S HALE AVE,Кража со взломом,UNLAWFUL ENTRY,Квартира,false,false,22,
11/10/2020 09:45:00 PM,034XX W BELMONT AVE,НАРКОТИКИ,POSS: CRACK,ALLEY,true,false,17,
10/16/2020 03:15:00 PM,054XX S HALSTED ST,Нападение,AGGRAVATED: Другое DANG WEAPON,УЛИЦА,false,false,9,
03/07/2020 03:10:00 PM,009XX N KARLOV AVE,Кража,TO VEHICLE,УЛИЦА,false,false,11,
11/22/2020 04:30:00 PM,019XX W MADISON ST,Кража,OVER $500,Другое,false,false,12,
07/18/2020 02:54:00 PM,043XX S CAMPBELL AVE,УГОН АВТОМОБИЛЯ,FRAUD OR CONFIDENCE GAME,РЕЗИДЕНЦИЯ,false,false,9,
02/12/2020 02:49:00 PM,088XX S BURLEY AVE,НАРКОТИКИ,MANU/DELIVER:CRACK,АВТОМОБИЛЬ НЕКОММЕРЧЕСКИЙ,true,false,4,
01/11/2020 08:20:00 PM,016XX W 47TH ST,Драка,SIMPLE,TAVERN/LIQUOR STORE,false,false,9,
02/12/2020 04:14:00 PM,001XX W 95TH ST,Кража,$500 AND UNDER,УЛИЦА,true,false,6,
03/04/2021 02:00:00 PM,006XX E 87TH PL,Кража со взломом,UNLAWFUL ENTRY,РЕЗИДЕНЦИЯ,false,false,6,
03/18/2020 12:40:00 AM,045XX S INDIANA AVE,STALKING,SIMPLE,Квартира,false,false,2,
08/07/2020 10:32:00 PM,0000X E 56TH ST,Кража,TO VEHICLE,УЛИЦА,false,false,2,
09/05/2020 06:19:00 PM,013XX E 50TH ST,Кража со взломом,FORCIBLE ENTRY,РЕЗИДЕНЦИЯ,false,false,2,
01/10/2020 03:00:00 AM,006XX N CLARK ST,УГОН АВТОМОБИЛЯ,ILLEGAL USE CASH CARD,РЕСТОРАН,false,false,18,
12/07/2020 02:07:00 AM,046XX N MAGNOLIA AVE,Драка,SIMPLE,Квартира,true,false,19,
12/17/2020 01:25:00 PM,001XX W 105TH ST,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,5,
01/10/2020 11:30:00 AM,021XX N TRIPP AVE,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY TELEPHONE,РЕЗИДЕНЦИЯ,false,true,25,
01/23/2021 11:00:00 AM,034XX W MADISON ST,НАРКОТИКИ,SOLICIT НАРКОТИКИ ON PUBLICWAY,Тротуар,true,false,11,
09/01/2020 08:20:00 AM,018XX N CLEVELAND AVE,Кража,OVER $500,РЕЗИДЕНЦИЯ,false,false,18,
02/15/2021 06:00:00 PM,008XX N MICHIGAN AVE,Кража,FROM BUILDING,УНИВЕРМАГ,false,false,18,
07/07/2020 09:03:00 PM,051XX S PULASKI RD,Ограбление,ARMED: HANDGUN,НЕБОЛЬШОЙ РОЗНИЧНЫЙ МАГАЗИН,true,false,8,
01/17/2020 01:30:00 AM,055XX S EVERETT AVE,Кража,FROM BUILDING,Квартира,false,false,2,
10/10/2020 06:15:00 PM,018XX W LAWRENCE AVE,Кража,OVER $500,Тротуар,false,false,20,
10/18/2020 03:15:00 PM,047XX S LAKE PARK AVE,Драка,SIMPLE,УЛИЦА,false,false,2,
04/11/2020 09:30:00 PM,025XX W CERMAK RD,Кража,$500 AND UNDER,Гараж,false,false,10,
06/09/2020 07:51:00 AM,009XX W FLETCHER ST,Нападение,TO LAND,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),true,false,19,
09/30/2020 06:00:00 PM,035XX W DICKENS AVE,Кража,OVER $500,Квартира,false,false,14,
03/21/2020 06:00:00 PM,063XX S DR MARTIN LUTHER KING JR DR,Драка,AGGRAVATED DOMESTIC BATTERY: Другое DANG WEAPON,CHA Квартира,false,true,3,
01/07/2020 02:15:00 PM,005XX N LAKE SHORE DR,Нападение,SIMPLE,Квартира,false,false,18,
09/06/2020 11:25:00 AM,085XX S OGLESBY AVE,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,true,4,
07/17/2020 04:10:00 PM,049XX N KENMORE AVE,Нападение,TO LAND,ALLEY,true,false,20,
06/29/2020 01:30:00 PM,037XX N TRIPP AVE,Кража со взломом,FORCIBLE ENTRY,РЕЗИДЕНЦИЯ,false,false,17,
02/13/2021 08:01:00 PM,100XX S CALIFORNIA AVE,ДРУГОЕ НАРУШЕНИЕ,TELEPHONE THREAT,РЕЗИДЕНЦИЯ,false,false,22,
11/17/2020 07:45:00 AM,064XX S CALUMET AVE,Ограбление,AGGRAVATED,ПАРКОВКА / ПЛОЩАДКИ,false,false,3,
02/27/2021 08:30:00 AM,043XX W WASHINGTON BLVD,Драка,SIMPLE,SCHOOL, PUBLIC, СТРОЙКА,false,false,11
08/03/2020 02:00:00 AM,043XX N PULASKI RD,Кража,TO PROPERTY,РЕСТОРАН,false,false,17
12/02/2020 01:30:00 PM,024XX N CALIFORNIA AVE,УГОН АВТОМОБИЛЯ,BOGUS CHECK,Другое,false,false,14
09/14/2020 03:00:00 AM,010XX N RIDGEWAY AVE,Кража,$500 AND UNDER,УЛИЦА,false,false,11
05/18/2020 08:58:00 AM,064XX S WOLCOTT AVE,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,false,7
09/18/2020 09:00:00 PM,006XX W 117TH ST,ПРАВОНАРУШЕНИЕ В ОТНОШЕНИИ ДЕТЕЙ,CHILD ABDUCTION,РЕЗИДЕНЦИЯ,false,false,5
06/10/2020 11:30:00 AM,037XX W LEXINGTON ST,Кража,FROM BUILDING,РЕЗИДЕНЦИЯ,false,false,11
10/22/2020 02:00:00 PM,067XX S JUSTINE ST,Нападение,AGGRAVATED: HANDGUN,Тротуар,true,false,7
02/24/2020 02:00:00 PM,044XX W CONGRESS PKWY,Кража,TO VEHICLE,Гараж,false,true,11
07/29/2020 12:29:00 PM,007XX S KENNETH AVE,Драка,AGGRAVATED: HANDGUN,УЛИЦА,false,false,11
09/30/2020 10:20:00 AM,007XX S KENNETH AVE,Ограбление,VEHICULAR HIJACKING,УЛИЦА,false,false,11
05/12/2020 06:15:00 PM,013XX W HURON ST,Кража,OVER $500,УЛИЦА,false,false,12
02/06/2021 11:10:00 PM,002XX S KILBOURN AVE,Ограбление,ARMED: HANDGUN,ALLEY,false,false,11
03/29/2020 12:29:00 PM,084XX S WOLCOTT AVE,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,true,true,6
04/23/2020 03:15:00 PM,032XX N BROADWAY,Драка,SIMPLE,УЛИЦА,false,false,19
03/10/2020 11:55:00 PM,017XX N LOREL AVE,Драка,DOMESTIC BATTERY SIMPLE,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),false,true,25
11/19/2020 03:00:00 AM,0000X W HUBBARD ST,Ограбление,STRONGARM - NO WEAPON,ALLEY,false,false,18
09/30/2020 10:30:00 AM,027XX S AVERS AVE,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,10
05/30/2020 10:54:00 AM,038XX W GLADYS AVE,Драка,AGGRAVATED: HANDGUN,Тротуар,false,false,11
07/12/2020 10:40:00 AM,059XX W OHIO ST,Нападение,SIMPLE,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),false,false,15
05/02/2020 01:22:00 PM,046XX W NORTH AVE,Кража,RETAIL THEFT,УНИВЕРМАГ,true,false,25
